City,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
445,Portland,US,45.5234,-122.6762,77.95,68,4,3.0,clear sky
446,Candolim,IN,15.5181,73.7626,78.8,94,100,8.05,overcast clouds
447,Bhuban,IN,20.8833,85.8333,79.95,90,99,3.02,overcast clouds
448,Waipawa,NZ,-41.4122,175.5153,44.83,87,100,10.92,overcast clouds
449,Coralville,US,41.6764,-91.5805,84.43,60,20,9.22,few clouds
450,Boyolangu,ID,-8.1181,111.8935,71.44,80,73,4.45,broken clouds
451,Ankang,CN,32.68,109.0172,76.39,79,0,1.9,clear sky
452,Maltahohe,NA,-24.8333,16.9833,59.36,40,0,12.68,clear sky
453,Itarema,BR,-2.9248,-39.9167,84.79,63,57,18.21,broken clouds
454,Ixtapa,MX,20.7,-105.2,88.23,69,98,4.0,overcast clouds
455,Araouane,ML,18.9048,-3.5265,93.29,38,90,11.88,overcast clouds
456,Chemax,MX,20.65,-87.9333,97.36,36,89,8.32,overcast clouds
457,Surgut,RU,61.25,73.4167,55.58,81,0,7.0,clear sky
458,Pierre,US,44.3683,-100.351,81.86,46,46,5.99,scattered clouds
459,Sao Felix Do Xingu,BR,-6.6447,-51.995,97.75,22,4,4.54,clear sky
460,Port Lincoln,AU,-34.7333,135.8667,55.26,86,90,15.12,overcast clouds
461,Venice,US,27.0998,-82.4543,95.05,57,20,10.36,few clouds
462,Road Town,VG,18.4167,-64.6167,86.04,70,20,10.36,few clouds
463,Sijunjung,ID,-0.6876,100.9537,71.26,98,97,1.79,overcast clouds
464,Amahai,ID,-3.3333,128.9167,75.54,89,86,3.4,overcast clouds
465,Guerrero,MX,17.6667,-100.0,74.34,78,100,2.98,overcast clouds
466,Port Moresby,PG,-9.4431,147.1797,76.23,90,89,10.45,overcast clouds
467,Jibuti,DJ,11.5,42.5,89.13,42,51,7.43,broken clouds
468,Coihaique,CL,-45.5752,-72.0662,34.41,75,100,5.75,overcast clouds
469,Ust-Ishim,RU,57.6935,71.1665,56.01,81,94,4.81,overcast clouds
470,Bereda,ES,43.2686,-7.5406,83.41,54,19,5.86,few clouds
471,Vostok,RU,46.4856,135.8833,57.76,97,94,2.19,overcast clouds
472,Dabakala,CI,8.3667,-4.4333,77.61,72,95,5.64,overcast clouds
473,Santa Rosa,PH,14.3122,121.1114,83.08,81,97,4.97,overcast clouds
474,Tuatapere,NZ,-46.1333,167.6833,41.61,91,55,1.83,broken clouds
475,San Vicente,AR,-26.6167,-54.1333,79.75,40,88,5.17,overcast clouds
476,Hirara,JP,24.8,125.2833,84.34,77,69,6.71,broken clouds
477,Majene,ID,-3.5403,118.9707,76.39,87,48,13.2,scattered clouds
478,Toamasina,MG,-18.1667,49.3833,67.41,85,3,3.49,clear sky
479,Jishou,CN,28.3167,109.7167,80.31,81,70,1.63,broken clouds
480,Padang,ID,-0.9492,100.3543,77.14,88,99,2.8,light rain
481,San Juan Del Parana,PY,-27.3,-55.9667,85.55,37,0,9.22,clear sky
482,Kavaratti,IN,10.5669,72.642,80.78,79,97,12.84,overcast clouds
483,Mbuji-Mayi,CD,-6.15,23.6,86.65,27,90,1.21,overcast clouds
484,Balkhash,KZ,46.844,74.9804,77.5,31,35,18.59,scattered clouds
485,Portomaggiore,IT,44.6985,11.8068,92.7,42,0,10.0,clear sky
486,Lago Da Pedra,BR,-4.3333,-45.1667,93.61,35,77,5.23,broken clouds
487,Fonseca,CO,10.8861,-72.8487,95.45,36,4,7.65,clear sky
488,Grand Gaube,MU,-20.0064,57.6608,71.2,70,3,15.35,clear sky
489,Apa,RO,47.7667,23.2,81.5,45,87,12.24,overcast clouds
490,Nuuk,GL,64.1835,-51.7216,57.81,62,20,6.91,few clouds
491,Ronne,DK,55.1009,14.7066,62.51,82,40,2.3,scattered clouds
492,Santa Barbara,US,34.7333,-120.0343,89.35,18,5,6.6,clear sky
493,Edd,ER,13.9297,41.6925,89.82,65,78,5.12,broken clouds
494,Pochutla,MX,15.7432,-96.4661,85.82,75,100,2.08,overcast clouds
495,Asarganj,IN,25.15,86.6833,81.36,75,99,8.23,overcast clouds
496,Russellville,US,35.2784,-93.1338,101.17,45,0,3.44,clear sky
497,Alekseyevka,RU,50.6309,38.6903,71.67,56,45,5.01,scattered clouds
498,Puerto Ayacucho,VE,5.6639,-67.6236,77.72,89,100,6.35,overcast clouds
499,Tautira,PF,-17.7333,-149.15,79.09,76,2,12.64,light rain
500,Thiruvananthapuram,IN,8.4833,76.9167,78.78,83,20,3.44,mist
501,Luganville,VU,-15.5333,167.1667,76.39,89,6,1.74,clear sky
502,La Sarre,CA,48.8002,-79.1996,73.33,72,52,9.04,broken clouds
503,Taoudenni,ML,22.6783,-3.9836,110.75,11,12,14.99,few clouds
504,Ceres,US,37.5949,-120.9577,97.81,36,0,9.22,clear sky
505,Durg,IN,21.1833,81.2833,77.23,91,100,8.9,very heavy rain
506,Mulanje,MW,-16.0316,35.5,68.45,57,70,5.82,broken clouds
507,Grantham,GB,52.9115,-0.6418,78.51,55,20,23.02,few clouds
508,Tigil,RU,57.8,158.6667,46.76,85,64,2.3,broken clouds
509,Naze,JP,28.3667,129.4833,78.78,85,2,3.87,clear sky
510,Kemijarvi,FI,66.7131,27.4306,58.28,59,99,3.98,overcast clouds
511,Broken Hill,AU,-31.95,141.4333,56.3,66,58,12.1,broken clouds
512,Synya,RU,65.3718,58.0387,51.53,69,81,4.7,broken clouds
513,Gardanne,FR,43.4549,5.4691,89.29,52,0,7.38,clear sky
514,Ternate,ID,0.8,127.4,80.11,78,54,4.63,broken clouds
515,Puerto Quijarro,BO,-17.7833,-57.7667,98.6,18,0,6.85,clear sky
516,Roald,NO,62.5833,6.1333,65.16,94,75,11.5,light rain
517,Almeirim,BR,-1.5233,-52.5817,89.47,50,65,2.08,broken clouds
518,Kaeo,NZ,-35.1,173.7833,58.32,96,100,23.35,light rain
519,Odienne,CI,9.51,-7.5692,73.17,95,100,4.38,moderate rain
520,Leshukonskoye,RU,64.8989,45.7622,55.44,79,76,4.36,broken clouds
521,Carora,VE,10.1755,-70.0827,93.18,33,37,2.89,scattered clouds
522,Auki,SB,-8.7676,160.7034,76.66,88,10,4.27,clear sky
523,Tamiahua,MX,21.2667,-97.45,88.2,60,57,13.49,broken clouds
524,Sur,OM,22.5667,59.5289,92.05,57,86,10.49,overcast clouds
525,Camana,PE,-16.6228,-72.7111,64.06,73,48,8.81,scattered clouds
526,Ishigaki,JP,24.3448,124.1572,84.29,79,43,8.59,scattered clouds
527,Svetlyy,RU,54.675,20.1347,66.96,83,65,10.98,broken clouds
528,Vardo,NO,70.3705,31.1107,53.58,76,40,10.36,scattered clouds
529,Valdivia,CL,-39.8142,-73.2459,46.78,98,100,1.41,overcast clouds
530,Sydney,AU,-33.8679,151.2073,52.39,92,0,9.22,clear sky
531,Stepnyak,KZ,52.8339,70.7803,61.57,67,41,5.7,scattered clouds
532,East Stroudsburg,US,40.9995,-75.1813,94.37,53,41,12.1,scattered clouds
533,Dublin,US,37.7021,-121.9358,80.8,52,0,5.75,clear sky
534,Roebourne,AU,-20.7833,117.1333,66.74,46,0,10.54,clear sky
535,Amapa,BR,1.0,-52.0,83.16,68,88,2.26,overcast clouds
536,Hope,US,33.6671,-93.5916,98.65,36,40,4.43,scattered clouds
537,Huilong,CN,31.8111,121.655,80.92,89,1,6.91,clear sky
538,Ambon,ID,-3.6954,128.1814,77.23,15,40,5.75,scattered clouds
539,Saint Pete Beach,US,27.7253,-82.7412,95.29,60,0,4.0,clear sky
540,Alappuzha,IN,9.49,76.3264,78.01,87,100,9.64,overcast clouds
541,Erzurum,TR,40.0,41.5,60.48,68,3,7.54,clear sky
542,Launceston,AU,-41.45,147.1667,48.34,94,40,5.75,scattered clouds
543,Port-Gentil,GA,-0.7193,8.7815,76.96,73,75,8.05,broken clouds
544,Altay,CN,47.8667,88.1167,61.72,42,56,3.09,broken clouds
545,Vanersborg,SE,58.3807,12.3234,64.35,72,75,11.5,light intensity drizzle
546,Inhambane,MZ,-23.865,35.3833,68.05,83,20,9.08,few clouds
547,Wanning,CN,18.8003,110.3967,79.83,84,3,6.06,clear sky
548,Castelbuono,IT,37.932,14.0886,88.07,75,0,3.6,clear sky
549,Marawi,PH,7.9986,124.2928,69.93,91,100,3.56,overcast clouds
550,Horqueta,PY,-23.3428,-57.0597,95.13,19,85,8.79,overcast clouds
551,Halifax,CA,44.6453,-63.5724,87.69,62,53,5.01,broken clouds
552,Rokytne,UA,51.2796,27.214,63.66,85,34,5.53,scattered clouds
553,Kutum,SD,14.2,24.6667,90.01,20,38,5.08,scattered clouds
554,Cartagena,CO,10.3997,-75.5144,84.85,69,11,6.8,few clouds
555,Karema,TZ,-6.8205,30.4389,73.78,55,10,2.59,clear sky
556,Russell,US,32.3502,-85.1999,92.91,39,18,2.71,few clouds
557,La Asuncion,VE,11.0333,-63.8628,87.53,62,4,18.41,clear sky
558,Koungou,YT,-12.7336,45.2042,74.91,73,20,6.91,few clouds
559,Saint-Pierre,RE,-21.3393,55.4781,69.3,73,100,3.44,overcast clouds
560,Mugur-Aksy,RU,50.35,90.5,48.13,68,56,7.99,broken clouds
561,Oriximina,BR,-1.7656,-55.8661,92.89,40,75,8.95,broken clouds
562,Ayan,RU,56.45,138.1667,57.99,92,80,14.72,broken clouds
563,Santa Luzia,BR,-19.7697,-43.8514,81.9,30,0,6.53,clear sky
564,Bonavista,CA,48.6499,-53.1147,67.06,79,47,10.4,light rain
565,Saint-Leu,RE,-21.15,55.2833,68.68,76,37,0.6,scattered clouds
566,Gifhorn,DE,52.4833,10.55,88.11,32,0,4.61,clear sky
567,Juegang,CN,32.3174,121.1855,80.91,92,3,7.43,clear sky
568,Aksu,CN,41.1231,80.2644,90.79,20,79,4.94,broken clouds
569,San Patricio,US,28.017,-97.5169,96.17,42,4,18.01,clear sky
570,Urumqi,CN,43.801,87.6005,79.75,42,20,4.47,thunderstorm
571,Ngunguru,NZ,-35.6167,174.5,58.23,92,100,32.82,moderate rain
572,Muisne,EC,0.6,-80.0333,75.81,84,98,13.15,overcast clouds
573,Lysyye Gory,RU,51.5506,44.8414,61.65,90,90,3.98,light rain
574,Fort Nelson,CA,58.8053,-122.7002,70.99,29,83,7.11,broken clouds
575,Mount Isa,AU,-20.7333,139.5,51.57,71,0,1.14,light rain
576,Tual,ID,-5.6667,132.75,78.57,87,87,17.11,overcast clouds
577,Ocampo,MX,21.65,-101.5,72.93,39,21,10.0,few clouds
578,Ostrovnoy,RU,68.0531,39.5131,51.73,80,80,12.64,broken clouds
579,Zhicheng,CN,30.2956,111.5047,78.17,92,98,3.53,overcast clouds
580,Zhanakorgan,KZ,43.9098,67.2495,92.08,20,0,15.17,clear sky
581,Berdigestyakh,RU,62.0989,126.6992,58.86,85,4,2.91,clear sky
582,Boffa,GN,10.1667,-14.0333,78.51,89,100,4.97,overcast clouds
583,Florence,IT,43.7667,11.25,89.35,59,0,8.05,clear sky
584,Hobyo,SO,5.3505,48.5268,76.14,82,67,25.17,broken clouds
585,Qunduz,AF,36.729,68.857,96.33,12,0,6.06,clear sky
586,Minas,UY,-34.3759,-55.2377,72.88,72,41,4.9,scattered clouds
587,Yarmouth,US,41.7057,-70.2286,92.64,74,0,19.57,clear sky
588,Plaine Magnien,MU,-20.4286,57.6531,68.52,72,8,10.27,clear sky
589,Burgos,ES,42.3394,-3.7079,93.61,12,0,17.27,clear sky
590,Arti,RU,56.4234,58.5328,65.61,84,30,2.75,scattered clouds
591,Merauke,ID,-8.4667,140.3333,75.0,91,65,11.5,broken clouds
592,Pachino,IT,36.7186,15.0907,85.08,60,0,10.11,clear sky
593,Nyurba,RU,63.2842,118.3319,63.79,89,50,7.87,light rain
594,Charters Towers,AU,-20.1,146.2667,56.64,93,0,5.84,clear sky
595,Bandar-E Lengeh,IR,26.5579,54.8807,94.82,59,54,2.37,broken clouds
596,Puerto Narino,CO,-3.7703,-70.3831,81.0,87,74,1.41,broken clouds
597,Gainesville,US,29.6516,-82.3248,92.79,66,40,0.0,scattered clouds
598,Beloha,MG,-25.1667,45.05,64.72,81,5,4.27,clear sky
599,Orocue,CO,4.7912,-71.3354,80.47,77,98,6.62,overcast clouds
600,Tessalit,ML,20.1986,1.0114,98.35,21,90,11.41,overcast clouds
601,Haines Junction,CA,60.7522,-137.5108,47.55,92,100,1.03,light rain
602,Ancud,CL,-41.8697,-73.8203,48.22,90,100,2.26,light rain
603,Alice,US,27.7523,-98.0697,98.49,41,20,17.27,few clouds
604,Plyussa,RU,58.4308,29.3654,62.4,86,55,3.2,broken clouds
605,Tahoua,NE,14.8888,5.2692,92.91,36,42,1.99,light rain
606,Verkhnyaya Toyma,RU,62.2349,44.9985,61.07,95,77,6.8,broken clouds
607,Djibo,BF,14.1022,-1.6306,84.72,57,88,8.25,overcast clouds
608,Alofi,NU,-19.0595,-169.9187,72.63,66,100,17.94,overcast clouds
609,Kaspiyskiy,RU,45.3929,47.3707,76.64,45,56,10.69,broken clouds
610,Novopokrovka,UA,49.8425,36.5477,71.58,63,77,4.54,broken clouds
611,Tamandare,BR,-8.7597,-35.1047,77.97,65,95,11.77,overcast clouds
612,Santa Marta,CO,11.2408,-74.199,84.0,67,1,10.56,clear sky
613,Karaidel,RU,55.8337,56.9069,65.14,81,15,0.72,few clouds
614,Olinda,BR,-8.0089,-34.8553,80.33,61,75,18.41,broken clouds
615,Ust-Omchug,RU,61.15,149.6333,51.91,92,100,2.04,overcast clouds
616,Hukuntsi,BW,-24.0,21.75,65.35,34,5,10.67,clear sky
617,Chivay,PE,-15.6383,-71.6011,58.17,23,24,4.76,few clouds
618,Bulri,PK,24.8667,68.3333,79.05,91,99,9.31,moderate rain
619,Yamada,JP,39.4667,141.95,69.22,94,59,2.89,broken clouds
620,Maniitsoq,GL,65.4167,-52.9,45.3,90,82,13.29,broken clouds
621,Natal,BR,-5.795,-35.2094,81.25,78,75,12.66,broken clouds
622,Abu Samrah,SY,35.3029,37.1841,85.41,18,0,12.55,clear sky
623,Sahuaripa,MX,29.05,-109.2333,87.15,53,84,2.71,broken clouds
624,Indianola,US,41.3581,-93.5574,86.49,59,92,13.73,overcast clouds
625,Leiyang,CN,26.4024,112.8591,82.71,73,11,3.58,few clouds
626,Malanje,AO,-9.5402,16.341,77.47,23,23,3.83,few clouds
627,Dumai,ID,1.6833,101.45,75.0,98,99,2.21,light rain
628,Nipawin,CA,53.3668,-104.0009,65.55,57,28,5.77,scattered clouds
629,Novoselitskoye,RU,44.7508,43.4369,69.1,54,51,7.2,broken clouds
630,Luderitz,NA,-26.6481,15.1594,64.42,52,0,9.44,clear sky
631,Bedele,ET,8.456,36.353,56.05,98,100,2.84,light rain
632,Eyl,SO,7.9803,49.8164,77.99,75,97,24.54,overcast clouds
633,Paamiut,GL,61.994,-49.6678,42.24,91,52,3.67,broken clouds
634,Kaka,TM,37.3482,59.6143,92.64,26,0,7.27,clear sky
635,Fort Frances,CA,48.5999,-93.4003,61.16,68,100,16.11,overcast clouds
636,Usinsk,RU,65.9939,57.5281,48.49,83,86,9.6,overcast clouds
637,Arica,CL,-18.475,-70.3042,64.29,70,2,6.58,clear sky
638,Mengcheng,CN,33.2579,116.5655,74.89,79,0,5.46,clear sky
639,Valasske Klobouky,CZ,49.1406,18.0076,77.76,61,6,4.72,clear sky
640,Antofagasta,CL,-23.65,-70.4,61.48,70,3,7.09,clear sky
641,Valparaiso,CL,-33.0393,-71.6273,55.04,96,100,5.75,overcast clouds
642,Betafo,MG,-19.8333,46.85,55.62,78,47,3.38,scattered clouds
643,Poum,NC,-20.2333,164.0167,73.87,68,0,12.12,clear sky
644,Panaba,MX,21.2833,-88.2667,98.82,36,93,12.53,overcast clouds
645,Leirvik,NO,59.7798,5.5005,61.21,100,75,14.97,broken clouds
646,Athabasca,CA,54.7169,-113.2854,68.41,53,100,9.33,overcast clouds
647,Pacific Grove,US,36.6177,-121.9166,60.03,95,69,8.01,broken clouds
648,Talnakh,RU,69.4865,88.3972,59.07,74,91,19.15,overcast clouds
649,Mandurah,AU,-32.55,115.7,58.91,63,97,12.66,overcast clouds
650,Yuzhnyy,RU,53.2542,83.6936,53.98,82,40,6.71,scattered clouds
651,Castelnaudary,FR,43.3183,1.9545,97.39,40,0,4.0,clear sky
652,Pucallpa,PE,-8.3791,-74.5539,93.22,42,19,4.36,few clouds
653,Mabaruma,GY,8.2,-59.7833,80.82,88,70,5.3,broken clouds
654,Puerto Carreno,CO,6.189,-67.4859,87.78,66,40,4.61,scattered clouds
655,San Blas,MX,21.5167,-105.2667,96.69,61,46,7.96,scattered clouds
656,Teknaf,BD,20.8624,92.3058,79.27,87,100,6.2,overcast clouds
657,Olafsvik,IS,64.8945,-23.7142,53.28,77,85,5.82,overcast clouds
658,Tadine,NC,-21.55,167.8833,72.52,91,100,9.4,overcast clouds
659,Wellington,NZ,-41.2866,174.7756,42.46,90,100,2.3,overcast clouds
660,Pamplona,ES,42.8169,-1.6432,102.11,14,0,4.0,clear sky
661,Ha Tinh,VN,18.3333,105.9,76.86,89,4,2.75,clear sky
662,Barraute,CA,48.4335,-77.6328,73.67,64,76,8.7,broken clouds
663,Gloucester,GB,51.8657,-2.2431,73.22,72,98,1.01,overcast clouds
664,Boddam,GB,57.4667,-1.7833,68.38,84,51,14.67,broken clouds
665,Balabac,PH,7.9868,117.0645,81.9,77,87,4.25,overcast clouds
666,Bud,US,39.447,-86.1758,87.33,73,73,15.86,broken clouds
667,Vzmorye,RU,54.6961,20.2361,66.99,83,66,10.27,broken clouds
668,Itapirapua,BR,-15.8233,-50.6133,94.59,17,2,5.66,clear sky
669,Ca Mau,VN,9.1769,105.15,77.49,91,14,1.79,few clouds
670,Mildura,AU,-34.2,142.15,54.07,82,93,11.9,light rain
